Temperature,Humidity,CO2,Occupancy
22.2,26.89,1105,1
22.2,26.9725,1104.75,1
22.2,27,1108.666667,1
22.2,27,1116.25,1
22.2,27,1120.666667,1
22.2,27.025,1127.25,1
22.2,27,1134.25,1
22.2,27,1131.25,1
22.2,27.05,1131,1
22.2,27,1129.75,1
22.2,27.06666667,1137.333333,1
22.2,27,1136.5,1
22.2,27.075,1129,1
22.2,27.1,1126.5,1
22.2,27.075,1133.25,1
22.2,27.06666667,1139,1
22.2,27.1,1137,1
22.175,27.1,1136.75,1
22.2,27.1,1131.25,1
22.2,27.03333333,1132.333333,1
22.2,27,1127.5,1
22.2,27.025,1114.5,1
22.2,27.1,1121.25,1
22.2,27.1,1124,1
22.175,27.175,1127.25,1
22.175,27.125,1136,1
22.175,27.125,1127.75,1
22.2,27.1,1122.5,1
22.2,27.1,1118,1
22.2,27.1,1110,1
22.2,27.075,1115,1
22.2,27.1,1119.75,1
22.2,27,1114,1
22.175,27,1104.75,1
22.2,27.06666667,1099.333333,1
22.2,27,1097.75,1
22.2,26.945,1093.5,1
22.2,27,1088,1
22.2,27,1083.666667,1
22.2,27,1085.5,1
22.2,26.96333333,1086.5,1
22.2,26.84,1081.8,1
22.26,26.85666667,1081,1
22.29,26.865,1063.25,1
22.315,26.865,1063,1
22.39,26.79,1078,1
22.39,26.9725,1086,1
22.42666667,27,1098.333333,1
22.4725,26.89,1099,1
22.53333333,26.82333333,1092.333333,1
22.575,26.84,1093.5,1
22.6,26.79,1100.5,1
22.6,26.815,1102,1
22.6,26.85666667,1105,1
22.675,26.89,1111.25,1
22.66666667,26.96333333,1108.333333,1
22.7,27.075,1124.25,1
22.7225,26.7475,1125.25,1
22.7,26.89,1106,1
22.7,26.89,1110.333333,1
22.7,26.9175,1117.5,1
22.7,26.89,1120,0
22.7,26.89,1113.666667,0
22.7,26.89,1104.75,0
22.675,26.865,1103.25,0
22.7,26.815,1102.75,0
22.7,26.7,1090,0
22.7,26.7,1086.25,0
22.7,26.66666667,1083.666667,0
22.675,26.575,1078.5,0
22.65,26.55,1064.75,0
22.66666667,26.56666667,1053,0
22.65,26.55,1051,1
22.625,26.4975,1041,1
22.6,26.39,1039,1
22.625,26.4975,1037.5,1
22.625,26.525,1043,1
22.6,26.5,1046.333333,1
22.6,26.5,1045.333333,1
22.6,26.5,1035.75,1
22.63333333,26.46,1029.666667,1
22.65,26.495,1034,1
22.675,26.525,1038.5,1
22.7225,26.4725,1027,1
22.76,26.39,1022,0
22.85666667,26.32333333,1024.75,0
22.89,26.245,1020,0
22.89,26.2,1015.5,0
22.89,26.1,1007,0
22.89,26.175,997.5,0
22.89,26.13333333,1002,0
22.89,26.1,1000,0
22.89,26,997.75,0
22.89,25.945,987,1
22.84,25.9175,983,1
22.82333333,25.85666667,983,1
22.79,25.865,979,0
22.79,25.82333333,977,0
22.79,25.9725,961.5,0
22.745,26,963.25,0
22.7,26,974,0
22.7,26.075,965.25,0
22.66666667,26.06666667,962.3333333,0
22.6,26.05,957,0
22.6,26.1,949.5,0
22.56666667,26.1,950.3333333,0
22.525,26.1,949.5,0
22.5,26.1,948.75,0
22.5,26.1,944,0
22.4175,26.05,934.5,0
22.39,26.1,931.75,0
22.39,26.1,928.6666667,0
22.39,26.1,930.5,0
22.39,26.1,923.25,0
22.39,26.1,921,0
22.34,26.1,916.5,0
22.32333333,26.1,912.3333333,0
22.29,26.1,902.25,0
22.29,26.1,903,0
22.29,26.1,898.5,0
22.29,26.16666667,900.3333333,1
22.29,26.15,893.75,1
22.29,26.1,892.5,0
22.2675,26.1725,883.5,0
22.29,26.29,879.25,0
22.29,26.26,887.3333333,0
22.29,26.2,890,0
22.29,26.2,891.25,0
22.29,26.2,891,0
22.29,26.175,881,0
22.315,26.1,866.25,0
22.29,26.1,864.6666667,0
22.34,26.1,870,0
22.315,26.1,862,0
22.29,26.1,857.5,0
22.29,26.1,851.3333333,0
22.29,26.1,846.75,0
22.29,26.1,844.6666667,0
22.29,26.1,843,0
22.29,26.1,840.5,0
22.29,26.025,831.25,0
22.29,26,829,0
22.29,26,825.5,0
22.29,26,813.6666667,0
22.29,26,819,0
22.29,26,819.5,0
22.29,25.945,810,0
22.29,25.945,809.5,1
22.29,25.96333333,801,1
22.2675,25.89,795,0
22.2675,25.89,785,0
22.2675,25.9175,795,0
22.29,25.92666667,795.25,0
22.245,25.89,797.5,0
22.29,25.89,797,0
22.2675,25.89,795.5,0
22.2675,25.865,784.5,0
22.29,25.89,775.5,0
22.23,25.82333333,777.3333333,0
22.2225,25.8925,775.5,0
22.2,25.96,780,1
22.2225,25.99,781.5,1
22.2,26.1225,776.75,1
22.2,26.05,782,1
22.2,26.213,788.6,1
22.2,26.376,795.2,1
22.2,26.6,818.5,1
22.2,26.66666667,828.3333333,1
22.2,26.745,837,1
22.2,26.82333333,832.6666667,1
22.2,26.945,847.5,1
22.2,27,849,1
22.2,26.9175,850,1
22.2,26.9175,842.5,1
22.2,27.1,839,1
22.245,27.125,847.75,1
22.2,27.19666667,860,1
22.2,27.4175,885.75,1
22.2,27.5,910,1
22.2675,27.4225,917.25,1
22.2,26.8975,919.75,1
22.23,27.73,932,1
22.2,27.745,942,1
22.2675,28.025,959.75,1
22.2,28,966.5,1
22.2,28.1,970.6666667,1
22.245,28.2225,988.75,1
22.2225,28.2225,996.75,1
22.2225,28.3675,1012,1
22.29,28.39,1021,1
22.245,28.245,1019.5,1
22.29,28.39,1020,1
22.29,28.5,1037,1
22.29,28.42666667,1047,1
22.315,28.39,1051,1
22.32333333,28.39,1052.333333,1
22.29,28.35666667,1048.333333,1
22.29,28.34,1050.5,1
22.34,28.39,1052.25,1
22.39,28.2,1053,1
22.39,28.2,1051,1
22.39,28.29333333,1049.666667,1
22.39,28.39,1054,1
22.39,28.2925,1067.75,1
22.42666667,28.2,1066.333333,1
22.445,28.245,1066.5,1
22.5,28.365,1081,1
22.46333333,28.32666667,1081.333333,1
22.5,28.3175,1084.5,1
22.55,28.3175,1082.5,1
22.5,28.34,1087.5,1
22.525,28.39,1094,1
22.5,28.39,1103.333333,1
22.5,28.03333333,1099.333333,1
22.525,28.025,1085,1
22.575,28.22,1086.25,1
22.6,28.2,1103,1
22.6,28.245,1106.75,1
22.5,28.29,1104,1
22.6,28.315,1102.25,1
22.55,28.2675,1097.5,1
22.6,28.29,1100,1
22.6,28.245,1101,1
22.6,28.2,1102,1
22.6,28.39,1102.5,1
22.6,28.39,1114,1
22.6,28.34,1112,1
22.6,28.1725,1113.5,1
22.6,28.1475,1105.25,1
22.6,28.23,1104.333333,1
22.6,28.13333333,1107.333333,1
22.575,28,1108.25,1
22.6,28,1101.666667,1
22.55,27.82,1097,1
22.525,27.815,1092.25,1
22.5,27.815,1102.75,1
22.5,27.745,1097,1
22.525,27.7,1086.333333,1
22.55,27.7,1092,1
22.5,27.6,1085,1
22.5,27.7,1084,1
22.5,27.6,1076.25,1
22.5,27.33,1060.666667,1
22.55,27.445,1051.5,1
22.5,27.4725,1062,1
22.5,27.39,1068.333333,1
22.5,27.34,1074,1
22.5,27.29,1072,1
22.5,27.315,1068,1
22.5,27.29,1072,1
22.5,27.2225,1072.75,1
22.5,27.2225,1074,1
22.5,27.2,1069,1
22.5,27.15,1068.25,1
22.5,27.2225,1079.75,1
22.4725,27.1975,1085,1
22.5,27.16666667,1066,1
22.5,27.125,1063.5,1
22.5,27.15,1065.5,1
22.5,27.125,1071.25,1
22.5,27.06666667,1068,1
22.5,27.1,1064.75,1
22.5,27.1,1070.75,1
22.5,27.1,1072.333333,1
22.5,27.025,1079.25,1
22.5,27,1063.5,1
22.5,27,1074.333333,1
22.5,26.9725,1068.75,1
22.5,26.73333333,1064,1
22.5,26.925,1048.5,1
22.5,26.9725,1054.5,1
22.5,27.05,1055.5,1
22.445,26.9,1064,1
22.4175,26.82,1063.25,1
22.39,26.69666667,1078,1
22.39,26.96333333,1067.333333,1
22.39,27.0225,1074.75,1
22.39,26.82333333,1077.333333,1
22.39,26.84,1072.75,1
22.39,26.745,1074.25,1
22.39,26.79,1074,1
22.35666667,26.73,1068.333333,1
22.39,26.5725,1062.75,1
22.39,26.675,1056.5,1
22.39,26.695,1054,1
22.39,26.745,1068,1
22.39,26.79,1074,1
22.4175,26.65,1078.75,1
22.4725,26.745,1077.5,1
22.445,26.695,1077.5,1
22.445,26.745,1083.25,1
22.42666667,26.69666667,1088,1
22.39,26.79,1086,1
22.42666667,26.73,1087.666667,1
22.39,26.5475,1075,1
22.39,26.4175,1067.75,1
22.39,26.53333333,1064,1
22.39,26.456,1063.25,1
22.39,26.26,1065.5,1
22.39,26.42666667,1068.666667,1
22.39,26.4175,1073.25,1
22.39,26.34,1061.5,1
22.39,26.32333333,1060.333333,1
22.39,26.46333333,1057.333333,1
22.39,26.015,1056.25,1
22.39,26.045,1046,1
22.39,26.29,1049.666667,1
22.39,26.2675,1052.75,1
22.39,26.29,1044.5,1
22.39,26.32333333,1053.666667,1
22.35666667,26.32333333,1059,1
22.39,26.34,1067.25,1
22.365,26.29,1067.25,1
22.32333333,26.39,1065.333333,1
22.34,26.39,1068.75,1
22.34,26.39,1074.75,1
22.32333333,26.46333333,1076.333333,1
22.365,26.4725,1077.5,1
22.315,26.3425,1073,1
22.34,26.145,1068,1
22.29,26.1425,1061.75,1
22.29,25.7,1045.666667,1
22.29,26.22,1041.5,1
22.29,26.2425,1051,1
22.29,26.125,1059.25,1
22.315,26.2,1065,1
22.29,26.175,1064.75,1
22.29,26.1,1054.666667,1
22.29,25.995,1042.5,1
22.2675,25.8925,1039,1
22.29,25.89,1036.333333,1
22.29,25.89,1036.5,1
22.29,25.85666667,1038.666667,1
22.245,25.7225,1030.5,1
22.23,25.66666667,1023.666667,1
22.29,25.6,1019.5,1
22.245,25.55,1010,1
22.2675,25.575,1002.75,1
22.29,25.56666667,1002.333333,1
22.2675,25.4975,998.75,1
22.245,25.55,1002,1
22.29,25.5,1002.25,1
22.29,25.5,1001.5,1
22.29,25.445,998.5,1
22.29,25.2,990.75,1
22.29,25.23,991,1
22.245,25.15,986,1
22.29,25.2675,976.25,1
22.29,25.2,966,1
22.29,25.2,966.3333333,1
22.29,25.15,967.5,1
22.29,25.03,970,1
22.2225,24.865,954.75,1
22.26,24.82666667,951.6666667,1
22.245,24.89,940.75,1
22.245,24.89,935.5,1
22.2225,24.84,933.25,1
22.2,24.7,937.6666667,1
22.2,24.7,938,1
22.2,24.7,933.5,1
22.2,24.7,925.5,1
22.2,24.65,921,1
22.2,24.56666667,920.3333333,1
22.2,24.55,912.25,1
22.2,24.334,913,1
22.2,24.34,903,1
22.2,24.395,905.5,1
22.2,24.34,907,1
22.2,24.35666667,903,1
22.175,24.39,900.5,1
22.175,24.365,900.25,1
22.2,24.365,900.5,1
22.13333333,24.29,898.6666667,1
22.15,24.2225,892,1
22.13333333,24.2,886,1
22.1,24.2675,884.25,1
22.1,24.245,887,1
22.1,24.29,884,1
22.125,24.2675,878.5,1
22.13333333,24.26,887,1
22.125,24.15,882.25,1
22.1,24.0725,879.25,1
22.1,23.99666667,866,1
22.1,24.12,866,1
22.06666667,23.92666667,863,1
22.025,23.945,853.25,1
22,23.92666667,858,1
22,23.89,852.5,1
22,23.89,850.6666667,1
22.025,23.9175,847,1
22,23.89,840.6666667,1
22.075,23.9725,839,1
22.025,24.0475,845.5,1
22,24.1,844,0
22,24.1,846.6666667,0
22,24.1,852,0
21.945,23.795,851,0
21.89,23.85666667,824.6666667,0
21.89,23.84,817,0
21.84,23.745,813.6666667,0
21.84,23.745,805,0
21.79,23.7,807,0
21.79,23.745,800,0
21.79,23.7,781,0
21.745,23.55,776.5,0
21.7,23.7,771,0
21.7,23.66666667,775,0
21.7,23.66666667,771,0
21.7,23.39,763,0
21.7,23.55,755,0
21.6,23.6,754,0
21.7,23.6,755,0
21.6,23.39333333,754.6666667,0
21.6,23.55,751.5,0
21.6,23.5,748.5,0
21.55,23.5,745.5,0
21.55,23.445,749,0
21.56666667,23.5,746.6666667,0
21.55,23.5,738.5,0
21.5,23.35,732.5,0
21.5,23.26,725.5,0
21.5,23.245,711.6666667,0
21.5,23.23,705.6666667,0
21.5,23.05,702.5,0
21.39,23.05,702.5,0
21.39,22.945,698.5,0
21.39,22.79,698,0
21.39,22.695,677.5,0
21.34,22.55,672,0
21.29,22.6,666.5,0
21.32333333,22.53333333,664.3333333,0
21.34,22.395,660.5,0
21.34,22.395,654,0
21.29,21.945,650,0
21.29,21.85,635.5,0
21.245,21.745,634,0
21.2,21.745,631.5,0
21.2,21.995,631,0
21.245,22.1,637.5,0
21.29,22.1,640,0
21.29,21.86333333,638.6666667,0
21.29,21.5,628,0
21.29,21.34,617,0
21.2,21.16666667,612.3333333,0
21.2,21.56666667,609,0
21.2,21.6,616,0
21.2,21.55,614,0
21.2,21.445,613.5,0
21.2,21.195,611.5,0
21.2,21.2,600,0
21.2,21.35666667,599,0
21.2,21.06666667,592.6666667,0
21.2,21.23,593,0
21.2,21.2,586,0
21.2,21.2,585,0
21.29,21.1,592.5,0
21.29,21.1,593,0
21.29,20.89,583,0
21.29,20.65,579.3333333,0
21.29,20.89,578,0
21.29,20.7475,570.5,0
21.29,20.795,571,0
21.29,20.65,571,0
21.245,20.79,563.5,0
21.2,20.495,560.5,0
21.2,20.39333333,556,0
21.2,20.3225,550.25,0
21.2,20.1225,544.5,0
21.2,20.22666667,547.6666667,0
21.2,20,545,0
21.1,20.2,536,0
21.1,20.1,538,0
21.1,20.195,539.5,0
21.1,20.245,542.5,0
21.15,20.245,539,0
21.1,20.03333333,532.3333333,0
21.15,20,534,0
21.15,20,538.5,0
21.2,19.96333333,538,0
21.2,19.995,539.5,0
21.2,19.895,531,0
21.2,20,526.5,0
21.2,19.96333333,522,0
21.2,19.895,526,0
21.2,19.945,522.6666667,0
21.2,19.84,525.3333333,0
21.2,19.79,516.3333333,0
21.15,19.65,520,0
21.1,19.795,515.5,0
21.1,19.79,513.5,0
21.1,19.79,517,0
21.1,19.79,517,0
21.175,19.79,514.75,0
21.2,19.63,510,0
21.1,19.29,503.5,0
21.1,19.39,502,0
21.1,19.65,498.5,0
21.075,19.65,498.5,0
21.05,19.6,502.5,0
21.1,19.7,505,0
21.15,19.55,506.5,0
21.15,19.445,500,0
21.2,19.6,496,0
21.175,19.4425,499.25,0
21.16666667,19.49666667,497.6666667,0
21.15,19.55,497,0
21.1,19.5,498,0
21.2,19.39,495,0
21.2,19.34,491.5,0
21.15,19.395,491,0
21.16666667,19.5,493,0
21.1,19.5,489,0
21.2,19.445,485.5,0
21.2,19.39,488.5,0
21.2,19.39,486,0
21.2,19.445,488.5,0
21.2,19.29,490,0
21.2,19.39,491,0
21.2,19.245,487,0
21.2,19.34,485.5,0
21.2,19.29,484.5,0
21.2,19.29,491,0
21.2,19.29,485,0
21.2,19.29,484.5,0
21.2,19.29,482,0
21.2,19.315,491.25,0
21.2,19.34,486.5,0
21.2,19.39,481,0
21.2,19.39,480,0
21.2,19.34,483.5,0
21.2,19.39,481.3333333,0
21.2,19.39,484.3333333,0
21.2,19.39,479.6666667,0
21.2,19.39,479,0
21.2,19.39,477.5,0
21.2,19.39,483,0
21.15,19.39,482,0
21.2,19.39,483.25,0
21.2,19.39,477,0
21.2,19.35666667,479,0
21.2,19.39,482.5,0
21.2,19.39,474,0
21.2,19.39,473,0
21.2,19.39,472,0
21.2,19.39,472.5,0
21.2,19.445,475,0
21.2,19.39,475,0
21.2,19.445,477.5,0
21.15,19.5,474,0
21.16666667,19.5,474.6666667,0
21.1,19.5,470.5,0
21.1,19.5,474.3333333,0
21.1,19.5,483,0
21.1,19.6,484,0
21.03333333,19.53333333,479.3333333,0
21,19.6,479.5,0
21,19.6,473,0
21,19.6,470,0
21,19.6,464,0
21,19.7,463.5,0
21,19.7,467.5,0
21,19.7,476,0
21,19.76,474,0
21,19.79,471,0
21,19.79,472,0
21,19.79,472,0
21,19.79,474.25,0
20.9725,19.79,473,0
21,19.79,469,0
20.96333333,19.79,472.6666667,0
21,19.79,473,0
20.89,19.79,471.5,0
20.96333333,19.79,471.3333333,0
21,19.79,469,0
20.89,19.89,471,0
20.89,19.84,470,0
20.89,19.89,469.5,0
20.89,19.89,464,0
20.89,19.89,467,0
20.89,19.92666667,472,0
20.89,19.945,469.5,0
20.89,20,470.5,0
20.89,20,470,0
20.89,20,469,0
20.89,20,468.5,0
20.89,20,467.3333333,0
20.89,20,467,0
20.89,20,464,0
20.89,20,462,0
20.89,20,466,0
20.89,20,465.5,0
20.79,20,464,0
20.89,20,469.6666667,0
20.89,20.1,469.5,0
20.89,20.1,472,0
20.89,20.1,464.5,0
20.89,20.1,467,0
20.89,20.1,467,0
20.89,20.1,462,0
20.89,20.15,464.5,0
20.79,20.05,460,0
20.89,20.2,457,0
20.79,20.1,461,0
20.79,20.1,462,0
20.79,20.15,463.5,0
20.79,20.2,461.5,0
20.79,20.2,461.5,0
20.79,20.2,458,0
20.79,20.2,460,0
20.79,20.245,460,0
20.79,20.29,460.5,0
20.745,20.29,460,0
20.79,20.29,457,0
20.745,20.34,460.5,0
20.7,20.39,461,0
20.745,20.39,458.5,0
20.7,20.39,461.3333333,0
20.7,20.39,457.5,0
20.7,20.39,455,0
20.7,20.445,461.5,0
20.7,20.445,461,0
20.7,20.5,460.5,0
20.7,20.5,461,0
20.7,20.55,459.5,0
20.7,20.6,463,0
20.7,20.6,463.5,0
20.7,20.6,463,0
20.7,20.6,464,0
20.7,20.6,462.5,0
20.7,20.6,457.6666667,0
20.63333333,20.63333333,460,0
20.7,20.7,460,0
20.65,20.65,458.5,0
20.6,20.6,461,0
20.65,20.65,460,0
20.6,20.6,454,0
20.6,20.7,451.3333333,0
20.6,20.7,457,0
20.6,20.7,454.5,0
20.6,20.7,460,0
20.6,20.745,458.5,0
20.6,20.745,453.5,0
20.6,20.79,457,0
20.55,20.79,450.5,0
20.6,20.79,454.5,0
20.6,20.79,463,0
20.6,20.79,459,0
20.6,20.84,452.5,0
20.6,20.89,451,0
20.55,20.89,446,0
20.6,20.84,449.5,0
20.55,20.89,449.5,0
20.6,20.89,450,0
20.6,20.89,453.5,0
20.6,20.89,458.5,0
20.575,20.9175,459.5,0
20.6,20.89,457,0
20.5,20.945,458,0
20.5,21,453,0
20.55,21,450.5,0
20.6,21,455,0
20.55,21,453,0
20.55,21,454.5,0
20.5,21,455,0
20.6,21,452,0
20.56666667,21.03333333,456,0
20.55,21.05,454,0
20.5,21.1,453,0
20.55,21.1,460.5,0
20.6,21.1,455,0
20.5,21.1,452,0
20.55,21.1,453,0
20.55,21.1,454,0
20.5,21.1,454.5,0
20.5,21.1,455,0
20.5,21.1,454,0
20.55,21.1,454,0
20.5,21.1,447,0
20.5,21.1,454,0
20.53333333,21.2,455.6666667,0
20.5,21.2,456,0
20.5,21.2,453,0
20.5,21.2,452,0
20.5,21.2,446,0
20.5,21.2,452.3333333,0
20.5,21.245,451,0
20.5,21.2,449,0
20.5,21.2,447,0
20.5,21.245,450,0
20.5,21.29,449,0
20.5,21.26,448.3333333,0
20.5,21.2675,443.75,0
20.5,21.29,442.5,0
20.5,21.29,444.5,0
20.5,21.29,446.25,0
20.5,21.29,448,0
20.5,21.29,451,0
20.5,21.29,452.3333333,0
20.5,21.29,447,0
20.445,21.29,446.5,0
20.5,21.29,442,0
20.5,21.29,452,0
20.39,21.29,450,0
20.445,21.29,443.5,0
20.39,21.29,443,0
20.42666667,21.29,450,0
20.39,21.29,445.6666667,0
20.39,21.29,443.6666667,0
20.39,21.29,445.3333333,0
20.39,21.29,449,0
20.39,21.29,444.5,0
20.39,21.29,445.5,0
20.39,21.29,447,0
20.39,21.29,446.5,0
20.39,21.29,451,0
20.39,21.29,448,0
20.39,21.29,450,0
20.39,21.29,442.6666667,0
20.39,21.29,445,0
20.39,21.29,444.5,0
20.35666667,21.29,441.6666667,0
20.35666667,21.29,442.3333333,0
20.39,21.29,441,0
20.29,21.29,440.5,0
20.39,21.29,447,0
20.34,21.29,439.5,0
20.29,21.29,444,0
20.29,21.29,445.5,0
20.29,21.29,446.6666667,0
20.32333333,21.29,444.3333333,0
20.29,21.29,446.5,0
20.32333333,21.29,449.3333333,0
20.29,21.29,445,0
20.29,21.29,447,0
20.29,21.29,443.5,0
20.29,21.29,447,0
20.29,21.29,445,0
20.29,21.29,443,0
20.29,21.29,446,0
20.245,21.245,438,0
20.29,21.29,435.3333333,0
20.29,21.29,443,0
20.29,21.29,441,0
20.29,21.29,439.5,0
20.2225,21.2225,445,0
20.2,21.2,442.5,0
20.2,21.2,443.5,0
20.2,21.2,444,0
20.2,21.29,438,0
20.2,21.2,439,0
20.2,21.29,441.5,0
20.2,21.29,444,0
20.2,21.29,446.5,0
20.2,21.29,446,0
20.2,21.29,447,0
20.2,21.29,447,0
20.2,21.29,446.3333333,0
20.2,21.29,445.75,0
20.2,21.29,445,0
20.2,21.29,444.5,0
20.16666667,21.23,446.3333333,0
20.15,21.245,446.5,0
20.2,21.29,448,0
20.15,21.245,450,0
20.15,21.29,452,0
20.2,21.2,449,0
20.15,21.2,446.5,0
20.2,21.2,446.5,0
20.15,21.2,448.5,0
20.1,21.2,446,0
20.2,21.2,446,0
20.1,21.2,441,0
20.1,21.2,443,0
20.1,21.2,444.3333333,0
20.1,21,444,0
20.1,21.1,443,0
20.1,21.1,444,0
20.1,21.1,447.5,0
20.1,21.1,443,0
20.1,21.06666667,442.3333333,0
20.1,21.06666667,444.6666667,0
20.1,21,444.5,0
20.1,21,445.3333333,0
20.1,21,446.5,0
20.1,21,445,0
20.1,21,442,0
20.16666667,21,439,0
20.2,21,441,0
20.2,20.96333333,445.6666667,0
20.2,20.89,446,0
20.2,20.85666667,443.6666667,0
20.2,20.89,439,0
20.2,20.79,441,0
20.2,20.79,442,0
20.2,20.745,443.5,0
20.245,20.84,443,0
20.245,20.84,442,0
20.29,20.89,443,0
20.29,20.89,444,0
20.29,20.79,443,0
20.29,20.79,442,0
20.29,20.79,443,0
20.29,20.79,441,0
20.29,20.79,446.3333333,0
20.29,20.7,446,0
20.29,20.7,439,0
20.35666667,20.7,444.3333333,0
20.29,20.65,446,0
20.29,20.7,442,0
20.29,20.7,441.5,0
20.29,20.7,440.5,0
20.29,20.7,443.5,0
20.29,20.7,440.5,0
20.29,20.7,437.5,0
20.29,20.7,438,0
20.29,20.7,443,0
20.26,20.7,443,0
20.29,20.7,436.3333333,0
20.29,20.76,438.3333333,0
20.29,20.7,437,0
20.29,20.7,439,0
20.245,20.7,436,0
20.29,20.7,432.5,0
20.23,20.63333333,435,0
20.245,20.65,442,0
20.2,20.6,444.5,0
20.29,20.7,447,0
20.2,20.6,446,0
20.23,20.56666667,442.3333333,0
20.245,20.55,440,0
20.29,20.6,440,0
20.26,20.49666667,439.6666667,0
20.29,20.5,442,0
20.29,20.55,441,0
20.29,20.6,441,0
20.29,20.5,441.75,0
20.32333333,20.5,442,0
20.39,20.445,443,0
20.39,20.39,443,0
20.39,20.29,440,0
20.39,20.2,441,0
20.39,20.2,439,0
20.39,20.2,436,0
20.39,20.1,433.5,0
20.39,20.1,435,0
20.39,20.05,434,0
20.34,20.05,438.5,0
20.39,20.05,440,0
20.39,20,439,0
20.39,20,440.5,0
20.39,20,433,0
20.39,19.945,436.5,0
20.5,19.89,438,0
20.42666667,19.92666667,438,0
20.5,19.89,441,0
20.5,19.89,434,0
20.5,19.89,439.5,0
20.5,19.89,438,0
20.5,19.89,435.5,0
20.5,19.89,436,0
20.5,19.89,439.5,0
20.5,19.89,439.5,0
20.5,19.89,438.5,0
20.5,19.89,435,0
20.5,19.745,435,0
20.5,19.79,436,0
20.55,19.84,433,0
20.5,19.79,433.6666667,0
20.5,19.745,431.5,0
20.5,19.65,436.5,0
20.5,19.7,437,0
20.6,19.6,435,0
20.5,19.745,437,0
20.6,19.6,433,0
20.5,19.65,431.5,0
20.5,19.65,432,0
20.55,19.65,429,0
20.55,19.6,430,0
20.5,19.6,430.5,0
20.55,19.6,433,0
20.6,19.6,436,0
20.6,19.53,435,0
20.6,19.445,434,0
20.5,19.55,434,0
20.5,19.6,435,0
20.6,19.6,438,0
20.6,19.5,440,0
20.56666667,19.53333333,436.6666667,0
20.56666667,19.5,437.6666667,0
20.56666667,19.5,437,0
20.6,19.5,433,0
20.6,19.445,435.5,0
20.6,19.5,435,0
20.6,19.5,437,0
20.6,19.34,436,0
20.5,19.34,438,0
20.6,19.5,440,0
20.55,19.445,438.5,0
20.55,19.39,436,0
20.6,19.34,433,0
20.5,19.39,432.5,0
20.5,19.39,434.5,0
20.55,19.29,433.5,0
20.6,19.39,433.5,0
20.6,19.295,434.5,0
20.6,19.29,434,0
20.6,19.29,435,0
20.5,19.34,431,0
20.5,19.29,431.5,0
20.46333333,19.22666667,432.6666667,0
20.5,19.39,436,0
20.5,19.39,436,0
20.5,19.245,441.5,0
20.5,19.2,434,0
20.39,19.29,433.5,0
20.42666667,19.29,429.3333333,0
20.5,19.29,434.5,0
20.5,19.2,433.5,0
20.5,19.15,435.5,0
20.445,19.05,435,0
20.39,19.16666667,434,0
20.39,19.245,430.5,0
20.39,19.2,426,0
20.5,19.2,429,0
20.5,19.2,435.5,0
20.5,19.2,433.5,0
20.5,19.2,427.5,0
20.53333333,19.16666667,429.6666667,0
20.525,19.175,433,0
20.5,19.1,432.5,0
20.5,19.1,431,0
20.53333333,19.1,433.3333333,0
20.5,19.1,433,0
20.5,19.1,434,0
20.5,19.1,437,0
20.5,19.1,437,0
20.5,19.1,439,0
20.53333333,18.96333333,432.3333333,0
20.525,19.075,432,0
20.5,19.05,429.5,0
20.5,19.1,436.5,0
20.53333333,19,432.6666667,0
20.55,19,430,0
20.5,18.945,425,0
20.55,19,425.5,0
20.55,19,434,0
20.5,19,433,0
20.5,19,433,0
20.6,18.96333333,433.5,0
20.5,19,426,0
20.53333333,18.96333333,426.3333333,0
20.53333333,18.92666667,430,0
20.6,18.945,436,0
20.6,19,437.5,0
20.5,19,433.5,0
20.55,18.945,432.5,0
20.55,18.945,430,0
20.5,19,433,0
20.6,19,439,0
20.5,18.89,429.5,0
20.55,19,431,0
20.6,19,433,0
20.55,19,434,0
20.55,18.89,434.5,0
20.5,18.945,435.5,0
20.5,18.84,434.5,0
20.5,18.89,433.5,0
20.5,19,433,0
20.5,19,433.5,0
20.5,19,434.5,0
20.5,19,438,0
20.5,18.945,437,0
20.445,18.945,435,0
20.5,19,434,0
20.5,18.895,434.5,0
20.5,18.89,431,0
20.5,19,433.5,0
20.42666667,18.89,431.6666667,0
20.39,18.82333333,428.6666667,0
20.39,18.79,429.5,0
20.39,18.92666667,434.3333333,0
20.39,18.84,430,0
20.39,18.7,430,0
20.39,18.89,424,0
20.39,18.92666667,427.3333333,0
20.39,18.82333333,430,0
20.39,18.79,431,0
20.39,18.79,433.5,0
20.445,18.79,430,0
20.445,18.79,434,0
20.5,18.79,434,0
20.5,18.79,435.5,0
20.5,18.79,436.3333333,0
20.5,18.745,434.5,0
20.5,18.745,434,0
20.5,18.7,434,0
20.5,18.79,435,0
20.5,18.79,430.5,0
20.5,18.7,436,0
20.39,18.66666667,431.6666667,0
20.39,18.76,428.6666667,0
20.39,18.7675,431,0
20.39,18.7225,434.5,0
20.39,18.7,434.5,0
20.39,18.7,429.5,0
20.39,18.745,432,0
20.39,18.7,435.5,0
20.39,18.6,436,0
20.39,18.745,430,0
20.39,18.76,434,0
20.39,18.745,435,0
20.39,18.7,434.5,0
20.39,18.7,427.5,0
20.39,18.7,433.3333333,0
20.5,18.745,433,0
20.39,18.7,438,0
20.445,18.7,434,0
20.46333333,18.73,432.6666667,0
20.5,18.7,435,0
20.445,18.7,433.5,0
20.39,18.6,432,0
20.39,18.7,434,0
